3,"Какую реку Юлий Цезарь перешел со словами ""Жребий брошен""?",Нил,Евфрат,Рубикон,Припять,C
12,Какая из этих муз - покровительница лирической поэзии?,Эрато,Евтерпа,Каллиопа,Талия,B
3,Запах какого растения отпугивает сказочных вампиров?,Лук,Чеснок,Сельдерей,Лавровый лист,B
12,"С названием какого города этимологически связано слово ""джинсы""?",Женева,Генуя,Джорджтаун,Джэксонвилл,B
3,"Какой царицей была роковая девица из пушкинского ""Золотого петушка""?",Тарабарской,Туруханской,Шамаханской,Бадахшанской,C
8,Как фамилия пушкинской Капитанской дочки?,Миронова,Матвеева,Аронова,Тимофеева,A
7,Где расположена штаб-квартира Совета Европы?,Брюссель,Париж,Страсбург,Гаага,C
8,Почему одна из пород собак называется сенбернар?,В честь монастыря,В честь святого,В честь города,В честь пещеры,A
5,Какой пролив соединяет Средиземное море с Атлантическим океаном?,Гибралтарский пролив,Босфор,Пролив Дрейка,Баб-эль-мандебский пролив,A
8,Как одним словом называется изготовление чучел животных?,Таксономия,Таксация,Таксидермия,Таксилация,C
7,Во время какого путешествия Христофор Колумб впервые достиг американского материка?,Первого,Второго,Третьего,Четвертого,C
12,"От кота Матроскина нам известно, что адмирала Крузенштерна звали Иван Федорович. А как звали адмирала Беллинсгаузена?",Федор Федорович,Фадей Фадеевич,Филипп Филиппович,Федот Федотович,B
10,Какой корабль не учавствовал в первой экспедиции Христофора Колумба?,"""Пинта""","""Нинья""","""Санта-Мария""","""Виктория""",D
13,"Как назывался четырехмачтовый барк ""Крузенштерн"" до его передачи СССР после второй мировой войны?",Марсель,Гамбург,Падуя,Барселона,C
5,В каком из этих фильмов не снимался Олег Ефремов?,"""Живые и мертвые""","""Берегись автомобиля""","""Девять дней одного года""","""Три тополя на Плющихе""",C
9,Назовите самый большой остров Средиземного моря,Сицилия,Корсика,Крит,Кипр,A
9,Какой из этих островов входит в группу Больших Антильских островов?,Тринидад,Доминика,Барбадос,Ямайка,D
3,"Как называлась атомная подводная лодка, затонувшая в августе 2001 года?",Тула,Белгород,Курск,Комсомолец,C
4,В каком виде спорта площадка наименьшая?,Баскетбол,Футбол,Бадминтон,Волейбол,C
11,"Назовите греческого атлета, выигравшего марафон на Первой Олимпиаде нашего времени",Клиридис,Луис,Костакис,Лумидис,B
9,Какой из этих богов не принадлежит к трем верховным богам в индуизме?,Шива,Индра,Брахма,Вишну,B
2,Как называется старинное приспособление для зарядки и чистки ружей?,Купол,Шомпол,Рог,Целик,B
11,В какой из этих стран вы будете расплачиваться не рупиями?,Непал,Шри-Ланка,Бангладеш,Пакистан,C
10,На каком языке сочиняет стихи Расул Гамзатов?,На даргинском,На аварском,На лезгинском,На лакском,B
3,Какой балет есть у А. Хачатуряна?,"""Сатурн""","""Анжи""","""Спартак""","""Локомотив""",C
13,Как называется помесь зайца-беляка с русаком?,Бурак,Тумак,Темняк,Светляк,B
4,Чьей женой была Айседора Дункан?,Маяковский,Блок,Есенин,Вознесенский,C
2,Куда советуют не лезть слишком разгоряченному спорщику?,На дерево,В бутылку,В депутаты,В воду,B
4,Какое море существует?,Опаловое,Гранатовое,Агатовое,Мраморное,D
1,"Как называется музыкальное приспособление, с помощью которого извлекаются звуки из скрипки?",Клавиши,Смычок,Палочки,Педаль,B
7,Что такое горлянка?,Способ пения,Монисто,Тыква,Птица,C
9,"Кто создал музыку балета ""Петрушка""?",Стравинский,Прокофьев,Рохманинов,Бородин,A
12,Какое из этих определений пижмы не верно?,Род многолетних трав,Правый приток р. Вятки,Левый приток р. Печоры,Город в Тверской области,D
5,Как называется залог земли или строений с целью получения долгосрочной ссуды?,Кабала,Франчайзинг,Лизинг,Ипотека,D
5,"Что означает знак с буквой ""Ш"", установленный под задним стеклом автомобиля?",Водитель - шутник,Шипованая резина,Школьный автомобиль,Говорить только шепотом,B
5,Кто из этих царей правил раньше остальных?,Иван Грозный,Борис Годунов,Петр I,Алексей Михайлович,A
12,Какое животное (и только одно!) вырабатывает амбру?,Изюбрь,Кашалот,Голубой кит,Кабарга,B
2,Как называется бессмысленное нагромождение звуков?,Афония,Какофония,Хаос,Стихия,B
6,Что из этого следует класть в сборную солянку?,Пастернак,Каперсы,Ревень,Цукини,B
8,Кто из этих деятелей в 1918-24 гг. был наркомвоенмором и председателем Реввоенсовета?,Троцкий,Сталин,Фрунзе,Каменев,A
11,Какова масса ядра в соревнованиях женщин?,5 кг,4 кг,"3,5 кг","5,5 кг",B
8,"Как звали сына Бориса Годунова, ставшего очень ненадолго царем после кончины отца?",Федор,Василий,Иоанн,Павел,A
9,Что в старину означало слово БРАНЫЙ?,Имеющий отношение к войне,Вытканный с узорами,Обработанный бороной,Богохульный,B
9,Кто был первым французским королем из династии Бурбонов?,Карл IX,Генрих IV,Людовик XIII,Генрих III,B
2,Какие змеи существуют?,Очкастые,Лорнетные,Очевидные,Очковые,D
14,"Как звали боярыню Морозову, которой посвящена картина В. Сурикова?",Анастасия,Феодосия,Пелагея,Ефросинья,B
8,Цвета олимпийских колец символизируют единство пяти континентов. Какое кольцо соответствует Евразии?,Красное,Желтое,Черное,Зеленое,A
1,Кого пыталась урезонить шавка из басни Крылова?,Полкана,Моську,Шарика,Мухтара,B
3,Какая птица каждый день навещала прикованного к скале Прометея?,Орел,Голубь,Коршун,Феникс,A
1,Как в КЗОТе называется неявка на работу по неуважительной причине?,Просып,Прогул,Прозев,Пропой,B
6,Столица какой из республик в составе России называется Йошкар-Ола?,Мордовии,Чувашии,Марийской,Удмуртии,C
8,Кем Аполлону приходилась Артемида?,Мать,Сестра,Жена,Сводная сестра,B
4,Какая из этих сказок не принадлежит перу Х. К. Андерсена?,Огниво,Дюймовочка,Золушка,Русалочка,C
8,"Из какой ""оперы"" слово ШЕСТОПЕР?",Старинное оружие,Реликтовая рыба,Вид шестерни,Ископаемая птица,A
5,Сколько в Москве железнодорожных вокзалов?,7,8,9,10,C
7,Какому государству принадлежит остров Крит?,Италия,Греция,Турция,Испания,B
1,Какая детская (и не только!) игра существует?,"""Плюсики-кружочки""","""Крестики-нолики""","""Спицы-колесики""","""Звездочки-колечки""",B
9,"Действие какого из этих романов Б. Акунина, связанных общим героем, происходит хронологически позже, чем в остальных трех?","""Смерть Ахиллеса""","""Азазель""","""Левиафан""","""Турецкий гамбит""",A
5,"Продолжите пословицу: ""Каков разум - …""",Таковы и речи,Такова и зарплата,Такова и должность,Такова и лысина,A
4,"Какой спортивный термин означает ""нарушение в ходе игры""?",Фал,Фул,Фол,Фан,C
4,"Как по-книжному называется случай, служащий примером или оправданием для последующих случаев этого же рода?",Инцидент,Прецедент,Парадокс,Казус,B
9,Где в основном проживают таты?,Татарстан,Башкортостан,Дагестан,Туркменистан,C
6,Пистолет какой системы использовал обычно Джеймс Бонд?,"""Беретта""","""Вальтер""","""Браунинг""","""ТТ""",B
8,Какой музыкальный инструмент прославил имя Луи Армстронга?,Саксофон,Труба,Бас-гитара,Кларнет,B
4,"Как называют уличного музыканта, играющего одновременно на нескольких инструментах?",Человек-оркестр,Многостаночник,Муз-универсал,Полиинструментальщик,A
11,В каком регионе России находится старинный город Сарапул?,Татарстан,Башкортостан,Удмуртия,Оренбургская область,C
10,Назовите фамилию инициатора первой российской кругосветной экспедиции 1803-06гг.,Резанов,Розанов,Рязанов,Рузанов,A
1,Какой из этих сосудов дал имя переходящему спортивному призу?,Фужер,Бокал,Кубок,Амфора,C
7,Как назывались в Древнем Риме празднества в честь Диониса?,Оргии,Симпозиумы,Сатурналии,Вакханалии,D
12,В каком городе завершилась земная жизнь Александра Невского?,Городец,Ростов Великий,Ярославль,Торжок,A
15,"Назовите имя ученого монаха, который первым предложил в 525 г., вести начало счета годов от рождества Христова",Дионисий,Гиммелий,Парфений,Климентий,A
10,Какой из этих городов расположен не на Рейне?,Кельн,Дортмунд,Бонн,Страсбург,B
2,Как называется тяжелая плотная ткань со стоячим ворсом?,Выдрик,Нутрик,Ондатрик,Бобрик,D
6,"В какой стране были изобретены бесфосфорные, безопасные спички, используемые до сих пор?",США,Швейцария,Германия,Швеция,D
2,На чем летал барон Мюнхгаузен?,На метле,На ракете,На ядре,На тарелке,C
3,"Какой головной убор был сшит не должным образом, что и послужило темой для скороговорки?",Картуз,Цилиндр,Котелок,Колпак,D
2,Как называется промежуток времени в десять дней?,Десятина,Декада,Десятница,Декадент,B
8,Антананариву - это …,Столица Мадагаскара,Спутник Юпитера,Животное,Насекомое,A
8,Музыкальный инструмент с каким названием существует?,Треугольник,Ромб,Квадрат,Овал,A
4,Какое произведение есть у Ги де Мопассана?,"""Эклер""","""Пышка""","""Слойка""","""Круассан""",B
5,"Как называется одна из частей романа Михаила Лермонтова ""Герой нашего времени""?","""Оптимист""","""Пессимист""","""Реалист""","""Фаталист""",D
3,Что такое румб?,Деление на компасе,Плотницкий инструмент,Удар в боксе,Язык программирования,A
11,Кто такие парсы?,Зороастрийцы,Исмаилиты,Каста в Индии,Ловцы жемчуга,A
4,Какое из этих слов не обозначает ни один из основных типов темперамента?,Сангвиник,Прагматик,Меланхолик,Холерик,B
3,"Как называется книга, в которую заносятся все рекорды?",Классный журнал,Дневник,Книга рекордов Гиннеса,Записная книжка,C
4,"Что принято отвечать на пожелание ""Ни пуха, ни пера""?",К черту,Спасибо,Всегда готов,К лешему,A
8,"Кто написал роман ""Хижина дяди Тома""?",Г. Бичер-Стоу,М. Митчелл,Г. У. Лонгфелло,В. Ирвинг,A
2,Какое из этих выражений используют при описании поведения сильно выпившего человека?,Врезать дуба,Бросить якорь,Ходить на бровях,Вылететь в трубу,C
11,Как называется гемма с углубленным изображением?,Камея,Глиптия,Инталия,Интарсия,C
4,Что копят верблюды в своих горбах?,Жир,Слюну,Усталость,Обиду,A
14,Кто из этих композиторов не был учеником Антонио Сальери?,Бетховен,Шуман,Шуберт,Лист,B
1,Какого падежа в русском языке не существует?,Дательный,Творительный,Подложный,Винительный,C
3,"Как зовут зайчика в передаче ""Спокойной ночи, Малыши""?",Степашка,Ивашка,Аркашка,Цап-Царапыч,A
3,Что жевали звери из сказки К. Чуковского до встречи с тараканом?,Жвачку,Друг друга,Пряники,Мармелад,C
4,"Кто из британских принцев, по существующему положению, наследует корону?",Эндрью,Уильям,Чарльз,Генри,C
5,"Какие цветы А. К. Толстой назвал ""цветиками степными""?",Васильки,Ромашки,Колокольчики,Лютики,C
7,"Как звали киногероя актера Аль Пачино в ""Крестном отце""?",Санни,Рикки,Майкл,Чарли,C
3,Чем на Руси встречают дорогих гостей?,Хлебом-маслом,Чаем-солью,Хлебом-солью,Водкой-огурцом,C
4,Корабль с какими парусами ждала Ассоль?,С алыми,С розовыми,С бирюзовыми,С желтыми,A
10,Какая страна - родина саксофона?,Австрия,Бельгия,США,Германия,B
13,Как в России 15-17 вв. назывался сыск и возвращение беглых крепостных крестьян их владельцам?,Своз,Сгон,Съезд,Сбор,A
3,У какого из этих грибов красная шляпка?,Подберезовик,Боровик,Подосиновик,Груздь,C
4,"Кем, по мнению Суворова, всегда желает стать хороший солдат?",Героем,Легендой,Генералом,Знаменосцем,C
10,"Какая иноязычная начальная часть слова соответствует по назначению словам ""половина"", ""наполовину""?",Геми…,Мезо…,Пери…,Пара…,A
15,"Имя какой шекспировской героини дали спутнику Урана, обнаруженному космическим аппаратом ""Вояджер-2"" в 1986г.?",Дездемона,Офелия,Джульетта,Виола,B
2,Сколько муз было у древних греков?,Семь,Восемь,Девять,Десять,C
9,Какую икру больше всего любил Джеймс Бонд?,Севрюжью,Осетровую,Белужью,Стерляжью,C
15,Какая из этих звезд входит в так называемый большой летний треугольник?,Канопус,Антарес,Альтаир,Спика,C
6,За какую футбольную команду долгие годы выступал великий вратарь Лев Яшин?,"""Спартак""","""ЦСКА""","""Динамо""","""Торпедо""",C
7,С какой буквы в русском языке начинается больше всего слов?,К,О,П,Р,C
2,Какой ударный музыкальный инструмент существует?,Думдум,Симсим,Канкан,Тамтам,D
2,Как расшифровываются буквы ДД в аббревиатуре ГИБДД?,Денежное довольствие,Дорожное движение,Дрянные дороги,Действующая демократия,B
1,Где пил водку чижик-пыжик?,На Лиговке,На Арбате,На Фонтанке,На Волхонке,C
2,Под чем держат сельскохозяйственные поля для повышения плодородия почвы?,Под туманом,Под дымом,Под паром,Под смогом,C
4,"Какой пищевой продукт добавляют в воду, чтобы цветы долго стояли?",Перец,Сахар,Лук,Геркулес,B
13,Как называются образовательные ткани растений?,Паростемы,Гроунемы,Порастемы,Меристемы,D
11,"В процессе написания какого произведения А. С. Пушкин похвалил самого себя: ""Ай да Пушкин! Ай да сукин сын!""?","""Евгений Онегин""","""Борис Годунов""","""Руслан и Людмила""","""Капитанская дочка""",B
3,О ком или о чем пишут в автобиографиях?,О себе,Об автомобилях,О биологии,О будущем,A
9,Какой из этих японских островов не принадлежит к числу четырех самых больших?,Кюсю,Хонсю,Сикоку,Окинава,D
4,Как назывался мифический получеловек-полуконь?,Минотавр,Кентавр,Сатир,Кинотавр,B
14,В каком из этих алфавитов меньше всего букв?,Грузинский,Латинский,Армянский,Греческий,D
1,Назовите подходящее имя для коровы,Мурка,Милка,Хавронья,Жучка,B
5,Какой из этих книжных злодеев становился добрее после многократного чихания?,Бармалей,Карабас Барабас,Джон Сильвер,Синьор Помидор,B
4,Как называется человек с болезненным пристрастием к сочинительству?,Меломан,Графоман,Пироман,Клептоман,B
10,В какой стране состоится чемпионат Европы по футболу в 2004 г.?,Испания,Португалия,Норвегия,Дания,B
5,"Назовите автора стихотворения ""Мы с Тамарой ходим парой""",С. Михалков,С. Маршак,Г. Остер,А. Барто,D
11,Какой древний народ построил город Чичен-Ица?,Майя,Ацтеки,Инки,Ольмеки,A
4,Как называется служебная одежда священника?,Мундир,Ряса,Ливрея,Мантия,B
9,"В группе ""Spice Girls"" есть:",Кетрин,Диана,Эмми,Аннушка,C
3,"На каком глазу нам убедительно ""вещают лапшу на уши""?",На стеклянном,На прищуренном,На голубом,На подбитом,C
4,Какое устройство предназначено для вывода информации из компьютера на бумагу?,Печатная машинка,Печатный станок,Принтер,Сканер,C
8,Как называется песня венецианских гондольеров?,Баркарола,Кантилена,Канцона,Сольферино,A
1,Что является опознавательным знаком сотрудника ГИБДД?,Полосатый жезл,Флаг,Флюгер,Колокольчик,A
4,Куда адресовал свое отчаянное письмо Ванька Жуков?,"В ""Поле чудес""",На деревню дедушке,В прокуратуру,В налоговую инспекцию,B
9,Какое из этих сумчатых животных обитает в Америке?,Коала,Сумчатый волк,Вомбат,Опоссум,D
8,Как называется львиная семья?,Прайд,Тейп,Ганг,Огонг,A
10,Что такое АВТОЖИР?,Вид ружейной смазки,Летательный аппарат,Вид автомобильной смазки,Дорожное покрытие,B
2,Кто предупреждает с каждой пачки сигарет об опасности курения?,МВД,МЧС,Минздрав,ФСБ,C
7,Какое из этих имен - латинского происхождения?,Андрей,Иван,Олег,Виктор,D
5,Как называется длинный нож для рубки сахарного тростника?,Мачете,Наваха,Штык,Ятаган,A
4,Что обозначает буква П в аббревиатуре блока СПС?,Передовых,Перестроечных,Правых,Патриотических,C
12,Кто из этих российских деятелей не имел титул СВЕТЛЕЙШЕГО КНЯЗЯ?,Меншиков,Кутузов,Горчаков,Ромодановский,D
11,Какого языка не существует?,Боснийский,Сербскохорватский,Словенский,Македонский,A
3,"Как называется ""великая"" грузинская река?",Волга,Арагви,Миссисипи,Терек,B
3,Что из этого не является кушаньем?,Кулебяка,Расстегай,Лабардан,Шарабан,D
9,Кто из этих апостолов был братом Петра?,Филипп,Андрей,Матфей,Симон Зилот,B
2,Каким сериалом еще не пополнилась коллекция латиноамериканских мыльных опер на российском телевидении?,Богатые и знаменитые,Бедная богатая девочка,Богатые тоже плачут,"Чем богаты, тем и рады",D
5,Как звали первую жену Пьера Безухова?,Элен,Жюли,Китти,Лиза,A
4,Чему равен периметр ромба со стороной 2 м?,8 метров,4 метра,6 литров,8 метров квадратных,A
10,"Кто автор слов песни из фильма ""Ирония судьбы"" ""Я спросил у ясеня…""?",Аронов,Кочетков,Киршон,Евтушенко,C
6,Какая церковь торговала когда-то свидетельствами об отпущении грехов (индульгенциями)?,Православная,Католическая,Лютеранская,Кальвинистская,B
1,Как говорят про ненужную вещь?,Как собаке пятая нога,Как сороконожке ручки,Как зайцу хобот,Как рыбе третий глаз,A
6,Улитка относится к …,Моллюскам,Насекомым,Земноводным,Паукам,A
7,Кого из этих писателей звали Владимир Владимирович?,Даль,Набоков,Тургенев,Гончаров,B
4,Какая основная тактическая единица принята в военной авиации России?,Эскадра,Эскадрон,Эскадрилья,Эскалатор,C
10,Как было положено обращаться к великим князьям в Российской империи?,Ваше высочество,Ваша светлость,Ваше императорское высочество,Ваше высокопревосходительство,C
7,Сколько шашек у каждого из партнеров при игре в международные шашки?,12,24,16,20,D
1,"Какую фамилию носил один из персонажей повести Булгакова ""Собачье сердце""?",Шариков,Ромбиков,Кубиков,Параллелькин,A
13,Какая из этих птиц - из семейства славковых?,Свиристель,Пеночка,Чиж,Щегол,B
1,"Из какого дерева сделал себе лук сын царя Салтана, выйдя из бочки?",Из тиса,Из дуба,Из орешника,Из осины,B
2,"С чем столкнулся ""Титаник""?",Айсберг,Подводная лодка,Кит,"""Летучий голландец""",A
5,"Какой цвет ребенок из стишка С. В. Михалкова не использовал для описания шара, купленного на бульваре?",Презеленый,Синий-синий,Красный,Желтый,D
4,Какая аквариумная рыбка существует?,Перископ,Лорнет,Телескоп,Монокль,C
6,Героиню какого произведения А. С. Пушкина звали Земфирой?,"""Бахчисарайский фонтан""","""Цыганы""","""Кавказский пленник""","""Пир во время чумы""",B
